year_birth,education,marital_status,income,kidhome,teenhome,recency,mnt_wines,mnt_fruits,mnt_meat_products,mnt_fish_products,mnt_sweet_products,mnt_gold_prods,num_deals_purchases,num_web_purchases,num_catalog_purchases,num_store_purchases,num_web_visits_month,accepted_cmp3,accepted_cmp4,accepted_cmp5,accepted_cmp1,accepted_cmp2,complain,total_mnt,generation,customer_since,Cluster_Labels
1961,Graduation,Single,46524.0,0,1,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,177,Baby Boomers,636,0
1962,Master,Single,45183.0,0,0,33,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,0,315,Baby Boomers,711,0
1954,PhD,Married,70421.0,0,1,98,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,0,767,Baby Boomers,187,1
1965,2n Cycle,Divorced,60161.0,0,1,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,1071,Generation X,800,1
1973,Graduation,Together,73926.0,0,0,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,1580,Generation X,670,2
1968,Graduation,Married,19329.0,1,0,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,60,Generation X,383,0
1970,Master,Married,61872.0,0,1,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,573,Generation X,384,1
1956,Graduation,Widow,46984.0,1,1,71,19,1,10,2,1,8,1,1,0,3,5,0,0,0,0,0,0,41,Baby Boomers,646,0
1951,Graduation,Married,34838.0,1,1,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,170,Baby Boomers,712,0
1944,PhD,Single,82716.0,0,0,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,1167,Silent Generation,422,2
1976,Master,Married,49681.0,0,2,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,458,Generation X,423,1
1971,Master,Married,56850.0,0,1,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,63,Generation X,284,0
1957,Graduation,Married,55267.0,0,1,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,405,Baby Boomers,437,1
1972,Graduation,Married,59666.0,1,1,87,623,53,178,23,17,133,7,3,2,8,8,0,1,0,0,0,0,1027,Generation X,650,1
1972,Graduation,Single,72504.0,0,1,43,604,26,470,123,161,94,2,5,9,6,2,0,0,0,0,0,0,1478,Generation X,635,2
1981,Graduation,Married,26872.0,0,0,0,3,10,8,3,16,32,1,1,1,2,6,0,0,0,0,0,0,72,Millennials,442,0
1975,Graduation,Single,73170.0,0,0,1,184,174,256,50,30,32,1,5,4,6,2,0,0,0,0,0,0,726,Generation X,215,2
1955,Master,Married,52750.0,0,1,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,860,Baby Boomers,696,1
1986,PhD,Together,91820.0,0,0,72,410,73,747,76,161,30,0,5,5,12,1,0,0,0,0,0,0,1497,Millennials,404,2
1970,PhD,Together,65968.0,0,1,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,495,Generation X,234,1
1976,Graduation,Married,30772.0,1,1,89,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,20,Generation X,295,0
1954,Graduation,Single,22507.0,0,0,67,68,0,226,51,157,68,3,10,2,4,9,0,0,0,0,0,0,570,Baby Boomers,768,1
1972,Graduation,Married,65685.0,0,1,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,769,Generation X,278,1
1978,2n Cycle,Married,25804.0,1,0,34,8,7,9,13,6,12,2,2,0,3,8,0,0,0,0,0,0,55,Generation X,487,0
1972,Graduation,Married,22063.0,1,0,43,7,10,13,3,11,11,2,2,0,3,7,0,0,0,0,0,0,55,Generation X,511,0
1963,Graduation,Married,22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,162,Baby Boomers,623,0
1959,2n Cycle,Divorced,78353.0,0,1,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,1576,Baby Boomers,625,2
1954,Graduation,Married,93404.0,1,2,97,1279,15,287,20,0,15,3,3,4,7,5,0,1,1,0,0,0,1616,Baby Boomers,604,1
1962,Graduation,Divorced,37859.0,1,2,75,22,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0,0,36,Baby Boomers,719,0
1958,PhD,Widow,80995.0,0,1,83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0,1482,Baby Boomers,600,2
1984,Graduation,Together,16529.0,1,0,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,22,Millennials,306,0
1976,PhD,Divorced,55412.0,1,1,65,10,5,28,11,1,8,1,2,0,3,5,0,0,0,0,0,0,63,Generation X,405,0
1992,Graduation,Single,48789.0,0,0,94,351,16,156,7,5,145,1,6,4,7,6,0,0,0,0,0,0,680,Millennials,843,1
1967,PhD,Together,56575.0,0,2,42,421,5,90,0,16,10,3,7,3,7,5,0,0,0,0,0,0,542,Generation X,606,1
1980,2n Cycle,Together,25130.0,1,0,10,2,5,7,0,18,18,2,2,0,3,7,0,0,0,0,0,0,50,Generation X,456,0
1967,Graduation,Married,35441.0,1,1,94,25,1,9,2,1,1,2,1,0,3,8,0,0,0,0,0,0,39,Generation X,686,0
1956,Graduation,Married,71391.0,0,1,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,1043,Baby Boomers,643,2
1972,Master,Single,49494.0,1,0,46,191,9,97,0,6,82,2,6,1,5,7,0,0,0,0,0,0,385,Generation X,616,0
1980,Graduation,Divorced,81702.0,0,0,98,563,50,774,28,31,187,1,7,7,12,3,0,0,0,0,0,0,1633,Generation X,830,2
1980,2n Cycle,Single,45889.0,0,1,42,31,0,6,0,1,8,1,1,0,3,6,0,0,0,0,0,0,46,Generation X,548,0
1977,Graduation,Single,56628.0,0,1,30,479,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0,0,761,Generation X,286,1
1950,Graduation,Together,34026.0,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,76,Baby Boomers,514,0
1974,Graduation,Married,40049.0,0,1,61,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,0,290,Generation X,763,1
1988,Graduation,Single,34176.0,1,0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,89,Millennials,234,0
1981,Graduation,Married,19419.0,1,0,76,2,14,28,16,3,7,4,4,0,3,9,0,0,0,0,0,0,70,Millennials,782,0
1960,2n Cycle,Married,82504.0,0,0,2,362,50,431,134,35,54,1,3,6,7,1,0,0,0,0,0,0,1066,Baby Boomers,523,2
1991,2n Cycle,Single,61618.0,0,0,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,1345,Millennials,824,2
1956,Master,Single,55284.0,0,1,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,764,Baby Boomers,738,1
1963,Graduation,Single,49980.0,0,1,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,195,Baby Boomers,435,0
1980,Graduation,Married,15072.0,2,0,96,8,2,15,0,10,18,4,3,1,3,5,0,0,0,0,0,0,53,Generation X,601,0
1974,Graduation,Single,49166.0,0,1,17,224,2,25,7,0,110,2,5,3,3,6,0,0,0,0,0,0,368,Generation X,567,1
1954,PhD,Married,65324.0,0,1,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,544,Baby Boomers,355,1
1957,2n Cycle,Married,82347.0,0,0,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,0,1853,Baby Boomers,786,2
1966,PhD,Together,30843.0,1,1,43,24,0,2,0,0,9,2,1,1,2,5,1,0,0,0,0,0,35,Generation X,220,0
1979,Graduation,Single,60474.0,0,1,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,1180,Generation X,640,2
1973,Master,Married,38576.0,0,1,2,34,0,7,0,0,0,1,1,0,3,7,0,0,0,0,0,0,41,Generation X,303,0
1985,Graduation,Married,55357.0,2,0,66,374,64,116,84,25,64,3,6,2,11,5,0,0,0,0,0,0,727,Millennials,681,1
1966,Graduation,Together,37758.0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,40,Generation X,819,0
1989,2n Cycle,Married,85710.0,0,0,5,600,20,350,29,30,33,1,6,9,10,2,0,0,1,0,0,0,1062,Millennials,606,2
1969,Graduation,Together,23228.0,1,0,71,13,2,18,6,1,0,2,2,0,3,8,0,0,0,0,0,0,40,Generation X,340,0
1969,Master,Together,44602.0,1,1,35,167,2,89,0,0,34,6,6,1,4,8,0,0,0,0,0,0,292,Generation X,320,0
1987,Graduation,Married,7500.0,0,0,94,0,2,3,4,1,5,1,0,0,3,6,0,0,0,0,0,0,15,Millennials,722,0
1989,2n Cycle,Together,38683.0,1,0,80,46,35,69,84,41,66,6,4,1,6,7,0,0,0,0,0,0,341,Millennials,819,0
1975,2n Cycle,Single,49514.0,1,0,61,88,39,78,58,13,93,2,6,1,4,7,0,0,0,0,0,0,369,Generation X,380,0
1973,PhD,Together,57906.0,0,1,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,401,Generation X,569,1
1966,Master,Single,43456.0,0,1,0,275,11,68,25,7,7,3,5,1,8,5,0,0,0,0,0,0,393,Generation X,646,1
1986,Master,Single,19485.0,2,0,80,6,0,4,0,0,0,1,1,0,2,7,0,0,0,0,0,0,10,Millennials,464,0
1978,Graduation,Together,53172.0,0,1,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,486,Generation X,605,1
1979,Graduation,Together,30545.0,1,0,71,4,12,15,19,7,12,2,2,0,3,7,0,0,0,0,0,0,69,Generation X,806,0
1983,PhD,Together,70123.0,0,0,27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,0,1,0,1727,Millennials,460,2
1959,Graduation,Single,62450.0,0,1,61,515,47,267,62,66,38,2,5,5,4,3,0,1,0,0,0,0,995,Baby Boomers,360,2
1976,Graduation,Together,21675.0,1,0,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,45,Generation X,204,0
1981,2n Cycle,Single,42395.0,1,1,35,48,13,57,24,15,25,4,3,1,4,7,0,0,0,0,0,0,182,Millennials,272,0
1978,Master,Together,61346.0,1,0,34,562,58,168,43,16,142,1,5,7,10,3,0,0,0,0,0,0,989,Generation X,452,2
1953,Graduation,Together,80812.0,0,0,95,769,22,500,210,143,33,1,4,8,5,2,1,0,1,1,0,0,1677,Baby Boomers,471,2
1971,Master,Divorced,42835.0,1,1,64,379,4,93,12,9,98,7,6,6,4,6,0,0,0,0,0,0,595,Generation X,550,1
1983,Graduation,Married,39922.0,1,0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,156,Millennials,686,0
1956,Master,Single,86424.0,0,0,12,387,68,569,89,45,68,1,6,9,12,1,0,0,0,0,0,0,1226,Baby Boomers,271,2
1978,2n Cycle,Together,17117.0,1,0,96,12,23,38,30,18,7,4,3,1,3,9,0,0,0,0,0,0,128,Generation X,714,0
1975,Graduation,Married,35797.0,0,1,16,27,1,14,4,1,21,2,2,0,3,8,0,0,0,0,0,0,68,Generation X,807,0
1975,Graduation,Divorced,36627.0,2,0,78,9,1,5,0,0,1,1,0,0,3,5,0,0,0,0,0,0,16,Generation X,527,0
1981,2n Cycle,Married,51111.0,1,1,83,22,0,19,6,5,3,2,2,0,3,6,0,0,0,0,0,0,55,Millennials,196,0
1970,PhD,Together,82072.0,0,0,67,889,55,685,168,92,129,1,3,2,13,1,0,0,0,0,0,0,2018,Generation X,548,2
1953,PhD,Single,46231.0,2,1,87,189,2,55,0,5,12,4,6,1,4,9,0,0,0,0,0,0,263,Baby Boomers,766,0
1959,Graduation,Married,42243.0,1,1,34,48,0,2,0,0,5,2,2,0,3,7,0,0,0,0,0,0,55,Baby Boomers,386,0
1962,Graduation,Together,51195.0,1,1,46,230,14,156,82,24,58,8,9,2,5,8,0,0,0,0,0,0,564,Baby Boomers,640,1
1978,Master,Single,68092.0,0,0,7,852,60,207,78,36,48,2,2,6,10,5,0,0,0,0,0,0,1281,Generation X,381,2
1973,Graduation,Married,31814.0,1,0,73,35,3,20,4,1,20,2,2,0,3,9,1,0,0,0,0,0,83,Generation X,691,0
1965,Master,Widow,51390.0,1,1,54,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,0,353,Generation X,845,1
1983,Graduation,Married,76630.0,0,0,93,255,31,446,40,56,175,1,3,10,11,1,0,0,0,0,0,0,1003,Millennials,352,2
1991,Basic,Single,26868.0,1,0,52,0,0,1,8,3,2,1,1,0,2,7,0,0,0,0,0,0,14,Millennials,246,0
1972,PhD,Single,55260.0,0,1,81,825,8,53,11,0,242,2,8,10,5,6,0,0,0,0,0,0,1139,Generation X,750,1
1958,Graduation,Divorced,78331.0,0,1,97,756,138,354,160,169,61,2,10,6,7,4,0,0,0,0,0,0,1638,Baby Boomers,343,2
1974,PhD,Married,37087.0,1,0,50,194,55,134,15,0,3,3,4,2,8,6,0,0,0,0,0,0,401,Generation X,508,0
1986,Graduation,Divorced,21846.0,1,0,38,7,17,18,6,10,26,4,4,0,3,8,0,0,0,0,0,0,84,Millennials,436,0
1958,Graduation,Married,81320.0,0,0,61,183,33,493,59,103,57,1,4,3,10,2,0,0,0,0,0,0,928,Baby Boomers,694,2
1970,Graduation,Divorced,54137.0,0,1,46,171,0,11,0,1,20,2,4,1,4,6,0,0,0,0,0,0,203,Generation X,503,0
1967,Graduation,Together,66825.0,0,0,73,243,101,405,29,40,40,1,4,5,6,2,0,0,0,0,0,0,858,Generation X,536,2
1973,Graduation,Together,57100.0,0,0,19,181,21,69,39,3,96,1,3,3,6,3,0,0,0,0,0,0,409,Generation X,393,1
1969,Graduation,Together,58917.0,1,2,10,151,7,89,0,7,28,5,4,1,6,5,0,0,0,0,0,0,282,Generation X,648,1
1977,Graduation,Single,85072.0,0,0,94,494,92,391,194,11,241,1,3,4,10,0,0,0,0,0,0,0,1423,Generation X,267,2
1971,Graduation,Widow,45684.0,1,0,37,5,1,5,10,0,7,1,1,0,2,7,0,0,0,0,0,0,28,Generation X,395,0
1974,Graduation,Together,47889.0,1,0,94,29,0,29,0,5,4,1,2,0,3,5,0,0,0,0,0,0,67,Generation X,362,0
1986,PhD,Married,45921.0,0,0,23,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,0,199,Millennials,297,0
1966,PhD,Single,78420.0,0,0,75,604,28,674,91,28,28,1,3,10,8,1,0,0,0,0,0,0,1453,Generation X,551,2
1992,Graduation,Together,75114.0,0,0,40,571,12,523,63,60,24,1,3,10,5,2,0,0,0,0,0,0,1253,Millennials,420,2
1954,Graduation,Married,62820.0,0,0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,976,Baby Boomers,600,2
1960,Master,Together,73113.0,0,0,86,741,19,154,50,9,28,1,3,4,7,2,0,0,0,0,0,0,1001,Baby Boomers,371,2
1954,2n Cycle,Single,42607.0,0,1,30,156,29,56,30,32,47,2,3,2,7,3,0,0,0,0,0,0,350,Baby Boomers,410,1
1954,PhD,Single,74637.0,0,0,73,960,64,464,146,0,16,1,6,9,9,3,0,0,0,1,0,0,1650,Baby Boomers,593,2
1955,PhD,Together,46015.0,1,1,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,46,Baby Boomers,263,0
1993,Graduation,Single,72354.0,0,0,67,315,26,473,220,12,182,1,2,10,6,1,0,0,0,0,0,0,1228,Millennials,624,2
1948,PhD,Married,34469.0,1,1,58,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,0,62,Baby Boomers,242,0
1986,Graduation,Together,83033.0,1,0,82,812,99,431,237,149,33,1,11,4,10,5,0,0,0,1,0,0,1761,Millennials,228,2
1979,Master,Together,24401.0,0,0,98,73,28,217,10,24,115,3,6,1,6,8,0,0,0,0,0,0,467,Generation X,853,1
1978,Graduation,Married,77583.0,0,0,93,372,23,384,250,12,108,1,4,5,9,2,0,0,0,1,0,0,1149,Generation X,325,2
1982,2n Cycle,Single,74116.0,0,0,53,871,111,704,145,55,166,1,4,4,10,2,0,1,0,0,0,0,2052,Millennials,367,2
1993,Graduation,Single,74293.0,0,0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,1127,Millennials,242,2
1976,PhD,Married,68397.0,0,1,6,760,80,466,17,13,80,1,6,9,5,3,0,0,0,0,0,0,1416,Generation X,410,2
1974,PhD,Together,79632.0,0,0,42,471,0,510,99,21,12,1,6,4,9,2,0,0,0,0,0,0,1113,Generation X,268,2
1989,Graduation,Single,46107.0,1,0,78,31,9,27,16,9,33,1,1,1,4,3,0,0,0,0,0,0,125,Millennials,325,0
1951,PhD,Single,64950.0,0,1,29,819,0,72,12,0,63,2,11,2,10,7,0,1,0,0,0,0,966,Baby Boomers,872,1
1989,Basic,Married,25443.0,1,0,82,1,4,3,8,9,7,1,1,0,3,8,0,0,0,0,0,0,32,Millennials,740,0
1952,Graduation,Single,75127.0,0,0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,833,Baby Boomers,224,2
1971,PhD,Together,32892.0,1,0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,46,Generation X,221,0
1971,Graduation,Together,71796.0,0,0,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,0,960,Generation X,434,2
1970,PhD,Married,67536.0,0,1,45,1253,0,447,23,71,35,3,11,5,11,8,0,0,0,1,0,0,1829,Generation X,589,1
1971,Graduation,Single,55239.0,0,1,59,371,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0,0,779,Generation X,536,1
1975,PhD,Divorced,60554.0,1,0,8,588,7,76,110,15,15,2,8,4,9,6,0,0,0,0,0,0,811,Generation X,510,1
1952,2n Cycle,Single,64831.0,1,1,51,480,86,249,75,86,144,8,6,3,5,6,0,0,0,0,0,0,1120,Baby Boomers,570,1
1962,PhD,Together,56067.0,0,1,51,517,12,54,16,6,120,2,7,4,7,5,0,0,0,0,0,0,725,Baby Boomers,530,1
1986,Basic,Single,14906.0,0,0,86,7,7,14,7,16,15,3,2,1,3,7,0,0,0,0,0,0,66,Millennials,740,0
1987,PhD,Married,51563.0,0,0,60,1166,0,48,0,0,36,1,4,4,10,8,0,1,1,0,0,0,1250,Millennials,822,1
1982,2n Cycle,Married,57937.0,0,1,56,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,0,683,Millennials,319,1
1979,Graduation,Divorced,68274.0,1,1,83,135,25,51,23,25,46,2,4,2,5,3,0,0,0,0,0,0,305,Generation X,458,1
1977,Graduation,Together,39771.0,1,0,92,6,2,18,2,8,14,1,2,0,3,4,0,0,0,0,0,0,50,Generation X,391,0
1975,2n Cycle,Divorced,67893.0,0,1,31,711,28,142,49,18,47,2,3,2,9,8,0,0,0,0,0,0,995,Generation X,822,1
1979,PhD,Together,27922.0,1,0,80,11,0,13,2,4,11,1,2,0,3,4,0,0,0,0,0,0,41,Generation X,236,0
1976,PhD,Together,52190.0,1,1,39,42,0,17,0,0,18,3,2,1,3,5,1,0,0,0,0,0,77,Generation X,238,0
1971,PhD,Single,42767.0,2,0,53,20,6,43,19,5,38,1,3,1,2,8,0,0,0,0,0,0,131,Generation X,600,0
1976,Master,Together,46106.0,1,1,84,30,0,8,2,0,14,1,1,1,2,6,0,0,0,0,0,0,54,Generation X,235,0
1976,PhD,Married,16927.0,1,1,50,20,2,23,3,1,4,5,3,0,4,8,0,0,0,0,0,0,53,Generation X,690,0
1952,Graduation,Single,53700.0,0,1,94,263,5,233,69,41,83,4,5,5,8,5,0,0,0,0,0,0,694,Baby Boomers,867,1
1973,Graduation,Married,59041.0,1,1,25,69,2,15,2,2,6,2,2,0,4,5,0,0,0,0,0,0,96,Generation X,239,0
1957,PhD,Divorced,54237.0,0,1,48,267,3,30,4,0,57,4,5,2,5,6,0,0,0,0,0,0,361,Baby Boomers,614,1
1967,Graduation,Divorced,70647.0,0,1,65,561,85,171,25,123,114,2,4,7,13,2,0,0,0,0,0,0,1079,Generation X,832,2
1962,PhD,Single,52597.0,0,1,69,492,0,37,7,0,42,3,6,3,8,5,0,0,0,0,0,0,578,Baby Boomers,239,1
1975,PhD,Married,40233.0,0,1,84,80,4,46,0,17,2,5,2,1,5,6,0,0,0,0,0,0,149,Generation X,444,0
1980,Graduation,Married,50183.0,1,1,47,97,12,84,13,10,15,7,3,1,6,5,0,0,0,0,0,0,231,Generation X,190,0
1959,Graduation,Together,54753.0,0,1,87,197,107,227,7,59,131,3,5,2,11,4,0,0,0,0,0,0,728,Baby Boomers,476,1
1973,Graduation,Married,33471.0,1,0,47,43,2,27,0,9,12,3,3,0,4,7,0,0,0,0,0,0,93,Generation X,811,0
1980,Graduation,Together,44010.0,1,0,46,186,36,234,86,72,48,6,10,2,6,9,0,0,0,0,0,0,662,Generation X,810,1
1988,Graduation,Married,84219.0,0,0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,1198,Millennials,333,2
1968,PhD,Together,40706.0,2,1,37,59,0,11,4,2,5,4,3,0,4,7,0,0,0,0,0,0,81,Generation X,714,0
1988,2n Cycle,Married,15716.0,1,0,8,16,5,30,8,7,26,3,3,0,4,8,0,0,0,0,0,1,92,Millennials,780,0
1959,2n Cycle,Divorced,59052.0,0,1,29,230,35,75,63,57,31,3,7,1,7,5,0,0,0,0,0,0,491,Baby Boomers,410,1
1971,Master,Together,80573.0,0,0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,1564,Generation X,809,2
1962,Graduation,Married,83715.0,0,0,2,318,8,407,150,35,8,1,2,8,13,0,0,0,0,0,0,0,926,Baby Boomers,332,2
1959,Master,Together,82576.0,0,0,66,1206,55,445,168,18,18,1,2,4,12,1,0,0,1,0,0,0,1910,Baby Boomers,883,2
1965,Master,Married,56962.0,2,1,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,411,Generation X,447,1
1952,Graduation,Married,35704.0,1,1,54,30,9,12,2,11,30,3,2,0,4,4,0,0,0,0,0,0,94,Baby Boomers,363,0
1954,Graduation,Together,53103.0,0,1,70,729,17,133,11,0,195,5,10,6,7,7,1,0,0,0,0,0,1085,Baby Boomers,476,1
1960,2n Cycle,Widow,46779.0,1,1,55,12,1,3,0,0,7,1,0,1,2,4,0,0,0,0,0,0,23,Baby Boomers,538,0
1965,Graduation,Divorced,4861.0,0,0,20,2,1,1,1,0,1,0,0,0,0,14,0,0,0,0,0,0,6,Generation X,193,0
1979,Master,Divorced,33462.0,1,0,78,22,3,18,0,0,11,1,2,0,3,7,0,0,0,0,0,0,54,Generation X,512,0
1978,Graduation,Divorced,63693.0,0,1,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,1150,Generation X,444,1
1974,PhD,Married,65352.0,0,1,43,284,3,84,4,7,23,2,4,2,8,4,0,0,0,0,0,0,405,Generation X,498,1
1978,PhD,Married,82170.0,0,0,13,1023,93,651,49,55,37,1,5,6,7,2,0,0,0,0,0,0,1908,Generation X,402,2
1976,2n Cycle,Single,79689.0,0,0,65,311,26,640,180,37,121,1,4,9,13,2,0,0,0,0,0,0,1315,Generation X,599,2
1956,PhD,Widow,35340.0,1,1,1,27,0,12,0,1,5,2,2,0,3,5,0,0,0,0,0,0,45,Baby Boomers,186,0
1972,2n Cycle,Married,24884.0,1,0,32,3,6,7,0,0,3,1,0,0,3,7,0,0,0,0,0,0,19,Generation X,763,0
1981,Master,Together,42021.0,1,0,34,393,5,136,7,5,27,5,10,1,6,9,1,0,0,0,0,0,573,Millennials,853,1
1989,Graduation,Single,64449.0,1,0,70,218,63,282,137,35,70,4,5,3,12,4,0,0,0,0,0,0,805,Millennials,317,2
1954,Graduation,Divorced,64587.0,1,1,49,66,0,16,0,6,20,2,1,1,4,3,0,0,0,0,0,0,108,Baby Boomers,193,0
1995,Graduation,Single,34824.0,0,0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,23,Millennials,281,0
1978,Graduation,Together,75437.0,0,0,25,795,0,545,95,58,0,1,8,4,10,6,0,0,0,1,0,0,1493,Generation X,418,2
1957,Graduation,Together,26091.0,1,1,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,89,Baby Boomers,310,0
1973,Graduation,Married,52845.0,1,0,7,384,25,292,130,41,64,3,8,8,6,6,1,0,0,0,0,0,936,Generation X,506,1
1956,Graduation,Divorced,46086.0,0,1,34,244,8,32,7,2,50,4,3,1,8,4,0,0,0,0,0,0,343,Baby Boomers,424,1
1987,Graduation,Together,22434.0,1,0,25,4,12,11,3,13,15,2,2,0,3,8,0,0,0,0,0,0,58,Millennials,687,0
1954,PhD,Married,36930.0,0,1,50,223,2,31,0,2,39,5,5,2,4,8,0,0,0,0,0,0,297,Baby Boomers,594,1
1953,Master,Married,65569.0,0,1,96,397,46,288,20,38,70,2,6,5,10,3,0,0,0,0,0,0,859,Baby Boomers,787,1
1952,Graduation,Together,83844.0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,1574,Baby Boomers,599,2
1968,Graduation,Married,19514.0,1,1,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,69,Generation X,340,0
1963,PhD,Single,36736.0,1,1,52,10,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,17,Baby Boomers,601,0
1979,Graduation,Together,77568.0,0,1,30,1230,0,396,232,178,158,1,10,2,8,5,0,1,1,1,0,0,2194,Generation X,859,2
1976,PhD,Together,49187.0,0,1,63,81,1,31,2,1,0,1,1,1,5,2,0,0,0,0,0,0,116,Generation X,355,0
1978,Graduation,Single,30168.0,1,0,51,154,20,66,0,12,27,7,6,1,4,9,0,0,0,0,0,0,279,Generation X,665,0
1968,Master,Together,34053.0,0,1,14,63,0,21,7,0,12,1,3,0,3,8,0,0,0,0,0,0,103,Generation X,843,0
1971,Master,Married,38196.0,1,1,20,30,0,11,0,0,3,3,2,0,4,5,0,0,0,0,0,0,44,Generation X,258,0
1951,Master,Married,59412.0,0,0,56,90,67,165,30,43,11,1,4,2,8,3,0,0,0,0,0,0,406,Baby Boomers,257,1
1965,2n Cycle,Married,70924.0,0,0,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,1363,Generation X,269,2
1969,Graduation,Together,54165.0,0,0,72,127,4,73,15,6,11,1,2,1,7,2,0,0,0,0,0,0,236,Generation X,583,0
1973,Graduation,Married,32300.0,1,0,1,13,3,6,6,5,6,1,1,0,3,8,0,0,0,0,0,0,39,Generation X,728,0
1976,Graduation,Single,20180.0,0,0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,137,Generation X,680,0
1973,Graduation,Married,34961.0,1,0,77,45,2,26,4,1,1,3,3,1,3,7,0,0,0,0,0,0,79,Generation X,196,0
1974,PhD,Together,28440.0,1,0,87,38,1,24,0,0,0,1,2,0,3,8,0,0,0,0,0,0,63,Generation X,543,0
1966,Master,Together,33564.0,0,1,51,61,0,3,0,0,7,1,1,1,3,5,0,0,0,0,0,0,71,Generation X,191,0
1978,Graduation,Married,17345.0,1,0,79,4,9,16,17,0,12,2,2,1,2,8,0,0,0,0,0,0,58,Generation X,789,0
1967,PhD,Married,56320.0,0,1,11,201,53,172,116,77,83,3,5,4,9,4,0,0,0,0,0,0,702,Generation X,633,1
1987,Basic,Single,15038.0,1,0,93,4,8,11,19,12,26,2,2,1,2,9,0,0,0,0,0,0,80,Millennials,702,0
1958,PhD,Divorced,32173.0,0,1,0,18,0,2,0,0,2,1,1,0,3,4,0,0,0,0,0,0,22,Baby Boomers,518,0
